Item number,Freq Target,Diam_LL,Diam_UL,Tip OD LENGTH,Formula-G,Formula-PO
SF235-WS-1,276,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF235-WS-1,276,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF235-WX-1,291,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF235-WX-1,291,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF235-WX-1,291,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF236-WR-3,279,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF236-WR-3,279,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF236-WR-3,279,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF236-WS-3,294,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF236-WS-3,294,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF236-WS-3,294,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF236-WX-3,307,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF236-WX-3,307,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF236-WX-3,307,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF237-IR-1,255,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF237-IR-1,255,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF237-IS-1,268,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF237-IS-1,268,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF240-IA-3,241,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IA-3,241,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IA-4,251,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IA-4,251,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IA-5,260,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IA-5,260,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IA-6,269,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IA-6,269,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IA-7,277,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IA-7,277,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IA-8,291,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IA-8,291,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IA-9,300,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IA-9,300,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IA-P,309,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IA-P,309,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IR-3,256,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IR-3,256,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IR-4,266,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IR-4,266,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IR-5,275,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IR-5,275,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IR-6,287,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IR-6,287,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IR-7,296,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IR-7,296,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IR-8,308,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IR-8,308,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IR-9,319,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IR-9,319,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IR-P,330,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IR-P,330,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IS-3,281,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IS-3,281,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IS-4,291,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IS-4,291,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IS-5,302,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IS-5,302,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IS-6,313,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IS-6,313,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IS-7,325,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IS-7,325,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IS-8,337,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IS-8,337,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IS-9,348,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IS-9,348,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF240-IS-P,359,9.01,9.11,UPT TOD @10MM,#N/A,#N/A
SF240-IS-P,359,9.22,9.32,UPT TOD @35MM,#N/A,#N/A
SF241-WR-1,281,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF241-WR-1,281,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF241-WR-1,281,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF241-WS-1,291,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF241-WS-1,291,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF241-WS-1,291,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF241-WX-1,311,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF241-WX-1,311,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF241-WX-1,311,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF242-WR-1,261,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF242-WR-1,261,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF242-WR-1,261,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF242-WS-1,276,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF242-WS-1,276,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF242-WS-1,276,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF242-WX-1,289,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF242-WX-1,289,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF242-WX-1,289,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF243-WA-3,264,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF243-WA-3,264,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF243-WA-3,264,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF243-WR-3,279,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF243-WR-3,279,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF243-WR-3,279,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF243-WS-3,294,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF243-WS-3,294,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF243-WS-3,294,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF243-WX-3,309,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF243-WX-3,309,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF243-WX-3,309,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF244-IA-3,254,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF244-IA-3,254,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
SF244-IA-3,254,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF244-IR-3,261,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF244-IR-3,261,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
SF244-IR-3,261,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF244-IS-3,268,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF244-IS-3,268,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
SF244-IS-3,268,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF245-WR-1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF245-WR-1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF245-WR-1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF245-WS-1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF245-WS-1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF245-WS-1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF245-WSR1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF245-WSR1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF245-WSR1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF245-WX-1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF245-WX-1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF245-WX-1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF246-WA-1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF246-WA-1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF246-WA-1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF246-WL-1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF246-WL-1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF246-WL-1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF247-IR-1,#N/A,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF247-IR-1,#N/A,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF247-IR-1,#N/A,9.35,9.45,UPT TOD @168MM,#N/A,#N/A
SF247-IS-1,#N/A,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF247-IS-1,#N/A,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF247-IS-1,#N/A,9.35,9.45,UPT TOD @168MM,#N/A,#N/A
SF248-IA-1,#N/A,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF248-IA-1,#N/A,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF248-IA-1,#N/A,9.35,9.45,UPT TOD @170MM,#N/A,#N/A
SF248-IL-1,#N/A,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF248-IL-1,#N/A,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF248-IL-1,#N/A,9.35,9.45,UPT TOD @170MM,#N/A,#N/A
SF249-IR-1,#N/A,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF249-IR-1,#N/A,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF249-IR-1,#N/A,9.35,9.45,UPT TOD @170MM,#N/A,#N/A
SF249-IS-1,#N/A,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF249-IS-1,#N/A,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF249-IS-1,#N/A,9.35,9.45,UPT TOD @170MM,#N/A,#N/A
SF250-IS-3,281,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF250-IS-3,281,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
SF250-IS-3,281,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF250-IX-3,301,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF250-IX-3,301,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
SF250-IX-3,301,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF253-WR-1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF253-WR-1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF253-WR-1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF253-WS-1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF253-WS-1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF253-WS-1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF253-WX-1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF253-WX-1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF253-WX-1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF254-IR-1,#N/A,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF254-IR-1,#N/A,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF254-IR-1,#N/A,9.35,9.45,UPT TOD @168MM,#N/A,#N/A
SF254-IS-1,#N/A,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF254-IS-1,#N/A,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF254-IS-1,#N/A,9.35,9.45,UPT TOD @168MM,#N/A,#N/A
SF255-WR-1,261,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF255-WR-1,261,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF255-WR-1,261,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF255-WS-1,276,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF255-WS-1,276,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF255-WS-1,276,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF255-WX-1,291,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF255-WX-1,291,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF255-WX-1,291,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF256-IR-1,#N/A,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF256-IR-1,#N/A,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF256-IR-1,#N/A,9.35,9.45,UPT TOD @168MM,#N/A,#N/A
SF256-IS-1,#N/A,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF256-IS-1,#N/A,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF256-IS-1,#N/A,9.35,9.45,UPT TOD @168MM,#N/A,#N/A
SF258-WR-3,279,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF258-WR-3,279,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF258-WR-3,279,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF258-WS-3,294,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF258-WS-3,294,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF258-WS-3,294,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF258-WX-3,307,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF258-WX-3,307,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF258-WX-3,307,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF259-IR-1,255,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF259-IR-1,255,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
SF259-IR-1,255,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF259-IS-1,268,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF259-IS-1,268,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
SF259-IS-1,268,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF259-IX-1,281,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SF259-IX-1,281,9.35,9.45,UPT TOD @50MM,#N/A,#N/A
SF259-IX-1,281,9.35,9.45,UPT TOD @100MM,#N/A,#N/A
SF263-WS-1,276,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF263-WS-1,276,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF263-WS-1,276,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF263-WX-1,286,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF263-WX-1,286,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF263-WX-1,286,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF267-IS-3,319,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-IS-3,319,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-IS-4,331,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-IS-4,331,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-IS-5,343,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-IS-5,343,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-IS-6,355,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-IS-6,355,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-IS-7,367,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-IS-7,367,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-IS-8,379,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-IS-8,379,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-IS-9,391,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-IS-9,391,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-IS-P,403,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-IS-P,403,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-ITX3,330,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-ITX3,330,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-ITX4,342,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-ITX4,342,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-ITX5,354,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-ITX5,354,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-ITX6,366,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-ITX6,366,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-ITX7,378,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-ITX7,378,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-ITX8,390,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-ITX8,390,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-ITX9,402,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-ITX9,402,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF267-ITXP,414,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF267-ITXP,414,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-IS-3,321,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-IS-3,321,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-IS-4,333,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-IS-4,333,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-IS-5,345,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-IS-5,345,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-IS-6,357,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-IS-6,357,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-IS-7,369,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-IS-7,369,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-IS-8,381,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-IS-8,381,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-IS-9,393,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-IS-9,393,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-IS-P,405,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-IS-P,405,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-ITX3,330,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-ITX3,330,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-ITX4,342,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-ITX4,342,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-ITX5,354,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-ITX5,354,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-ITX6,366,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-ITX6,366,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-ITX7,378,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-ITX7,378,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-ITX8,390,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-ITX8,390,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-ITX9,402,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-ITX9,402,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF268-ITXP,414,9.04,9.14,UPT TOD @10MM,#N/A,#N/A
SF268-ITXP,414,9.35,9.45,UPT TOD @35MM,#N/A,#N/A
SF271-WR-1,266,8.45,8.55,UPT TOD @10MM,7,1
SF271-WR-1,266,8.45,8.55,UPT TOD @38MM,7,1
SF271-WR-1,266,8.45,8.55,UPT TOD @75MM,7,1
SF271-WS-1,276,8.45,8.55,UPT TOD @10MM,7,1
SF271-WS-1,276,8.45,8.55,UPT TOD @38MM,7,1
SF271-WS-1,276,8.45,8.55,UPT TOD @75MM,7,1
SF271-WX-1,286,8.45,8.55,UPT TOD @10MM,7,1
SF271-WX-1,286,8.45,8.55,UPT TOD @38MM,7,1
SF271-WX-1,286,8.45,8.55,UPT TOD @75MM,7,1
SF279-WS-1,276,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF279-WS-1,276,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF279-WS-1,276,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF279-WX-1,286,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF279-WX-1,286,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF279-WX-1,286,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF280-IR-3,296,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF280-IR-3,296,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF280-IR-4,305,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF280-IR-4,305,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF280-IR-5,314,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF280-IR-5,314,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF280-IR-6,323,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF280-IR-6,323,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF280-IR-7,336,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF280-IR-7,336,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF280-IR-8,349,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF280-IR-8,349,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF280-IR-9,364,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF280-IR-9,364,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF280-IR-P,374,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF280-IR-P,374,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF281-IS-3,316,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF281-IS-3,316,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF281-IS-4,325,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF281-IS-4,325,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF281-IS-5,334,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF281-IS-5,334,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF281-IS-6,343,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF281-IS-6,343,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF281-IS-7,356,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF281-IS-7,356,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF281-IS-8,369,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF281-IS-8,369,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF281-IS-9,384,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF281-IS-9,384,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF281-IS-P,394,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF281-IS-P,394,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SF282-WR-3,294,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF282-WR-3,294,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF282-WR-3,294,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF282-WS-3,309,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF282-WS-3,309,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF282-WS-3,309,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF282-WX-3,324,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF282-WX-3,324,8.45,8.55,UPT TOD @38MM,#N/A,#N/A
SF282-WX-3,324,8.45,8.55,UPT TOD @75MM,#N/A,#N/A
SF283-WR-1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF283-WR-1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF283-WR-1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF283-WS-1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF283-WS-1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF283-WS-1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF283-WX-1,#N/A,8.45,8.55,UPT TOD @10MM,#N/A,#N/A
SF283-WX-1,#N/A,8.45,8.55,UPT TOD @50MM,#N/A,#N/A
SF283-WX-1,#N/A,8.45,8.55,UPT TOD @100MM,#N/A,#N/A
SF284-IS-P,368,9,9.1,UPT TOD @10MM,#N/A,#N/A
SF284-IS-P,368,9.3,9.4,UPT TOD @50MM,#N/A,#N/A
SP392-IR-4,247,9.1,9.2,UPT TOD @10MM,7,1
SP392-IR-4,247,9.1,9.2,UPT TOD @55MM,7,1
SP392-IR-4,247,9.1,9.2,UPT TOD @110MM,7,1
SP400-IR-4,249,9.1,9.2,UPT TOD @10MM,7,1
SP400-IR-4,249,9.1,9.2,UPT TOD @60MM,7,1
SP400-IR-4,249,9.1,9.2,UPT TOD @120MM,7,1
SP404-IS-3,303,9.1,9.2,UPT TOD @10MM,7,1
SP404-IS-3,303,9.1,9.2,UPT TOD @50MM,7,1
SP404-IS-3,303,9.1,9.2,UPT TOD @100MM,7,1
SP404-US-2,368,9.35,9.45,UPT TOD @10MM,7,1
SP404-US-2,368,9.35,9.45,UPT TOD @50MM,7,1
SP404-US-2,368,9.35,9.45,UPT TOD @100MM,7,1
SU024-IL-1,237,9.35,9.45,UPT TOD @10MM,#N/A,#N/A
SU024-IL-1,237,9.35,9.45,UPT TOD @90MM,#N/A,#N/A
SU024-IL-1,237,9.35,9.45,UPT TOD @160MM,#N/A,#N/A
